"Desc","Link","Make","Model","Year","Engine.Cap","Transm","Mileage","Color","Car.Type","Updated","Price"
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495530/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-13,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495529/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-13,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495525/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-13,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495524/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-13,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495506/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,47051
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495505/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,47051
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495504/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,47051
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495502/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495395/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495393/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495392/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-13,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495391/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495390/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495389/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495305/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495301/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495300/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495298/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495224/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495223/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495219/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495218/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495143/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495141/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495140/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495138/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495137/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495136/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495053/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495048/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495047/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1495046/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494966/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494963/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494962/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,46943
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494961/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494960/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,46943
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494958/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,46943
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494906/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,46943
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494869/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,46943
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494868/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,46943
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494864/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,46943
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494830/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,46943
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494829/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,46943
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494828/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,46943
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494765/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494764/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,46943
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494761/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494724/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494723/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494722/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494637/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-03,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494636/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494635/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494634/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494633/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494632/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494550/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494549/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494548/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494547/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494473/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494472/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494471/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494470/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494466/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494376/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494374/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494373/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494371/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494370/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494368/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494291/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494287/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494285/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494284/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494202/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494200/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494199/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494198/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494197/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494196/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494052/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494051/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494050/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1494049/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493958/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493956/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493955/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493954/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493684/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493683/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493682/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493681/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493548/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493529/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493527/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493525/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493401/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493400/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493399/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493398/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493322/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493321/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493320/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493319/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-14,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493154/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493153/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493152/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493023/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493021/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493020/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1493019/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1492932/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1492931/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2015-01-30,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1492930/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1492929/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1492843/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1492842/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"Perodua Myvi 1.3L SE GHS Manual (M)","/new-cars/1492841/perodua-myvi-1-3l-se-ghs-manual-m-.html","Perodua","Myvi","2014","1298cc","Manual",NA,"Others","NewCar",2014-06-15,44936
"2010 Perodua Alza 1.5 EZI (A)","/used-cars/2593822/2010-perodua-alza-1-5-ezi-a-.html","Perodua","Alza","2010","1495cc","Automatic",52500,"Blue","UsedCar",2015-12-12,37800
"2008 Perodua Myvi 1.3 (A) ","/used-cars/2631609/2008-perodua-myvi-1-3-a-.html","Perodua","Myvi","2008","1298cc","Automatic",107500,"Red","UsedCar",2015-12-12,18500
"year 2000- Perodua Kancil EX 660 manual murah","/used-cars/2549220/year-2000-perodua-kancil-ex-660-manual-murah.html","Perodua","Kancil","2000","659cc","Manual",122500,"Green","UsedCar",2015-12-12,4800
"2013 PERODUA MYVI 1.3 SE EXTREME ADVANCE EZi EZ SXi SX LIMITED (AUTO) MANY UNIT # YEAR END PROMOTION # (FULL LOAN, LOW INTEREST, TIP TOP CONDITION)","/used-cars/2613733/2013-perodua-myvi-1-3-se-extreme-advance-ezi-ez-sxi-sx-limited-auto-many-unit-year-end-promotion-full-loan-low-interest-tip-top-condition-.html","Perodua","Myvi","2013","-","Automatic",37500,"Silver","UsedCar",2015-12-12,34500
"2006 PERODUA MYVI EZi 1.3 AUTO SE EXTREME ADVANCE EZ SXi SX LIMITED (AUTO) # MANY UNIT # YEAR END PROMOTION # (ONE LADY STUDENT OWNER, WELL MAINTAIN)","/used-cars/2536775/2006-perodua-myvi-ezi-1-3-auto-se-extreme-advance-ez-sxi-sx-limited-auto-many-unit-year-end-promotion-one-lady-student-owner-well-maintain-.html","Perodua","Myvi","2006","-","Automatic",87500,"Black","UsedCar",2015-12-12,18000
"2009 PERODUA MYVI 1.3 SE (AUTO) # YEAR END CLEARANCE # ONE LADY BANKER OWNER # WELL MAINTAIN # BEST DEAL UNTIL LET GO","/used-cars/2432589/2009-perodua-myvi-1-3-se-auto-year-end-clearance-one-lady-banker-owner-well-maintain-best-deal-until-let-go.html","Perodua","Myvi","2009","-","Automatic",87500,"Orange","UsedCar",2015-12-12,25000
